RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,Join
JA496889,Y,11/3/2017 8:00,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/3/2017 8:15,UNABLE TO DETERMINE,UNABLE TO DETERMINE,869,W,LILL AVE,1935,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,6,11,41.9280201,-87.65162473,POINT (-87.65162472688 41.928020101468),1
JA496925,,11/3/2017 8:05,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/3/2017 9:00,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,4637,W,ROSCOE ST,1731,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,6,11,41.94241543,-87.74382319,POINT (-87.743823188472 41.942415426721),1
JA496898,,11/3/2017 8:05,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/3/2017 8:09,FAILING TO YIELD RIGHT-OF-WAY,DISREGARDING TRAFFIC SIGNALS,500,E,ILLINOIS ST,1834,,,,,,,3,NONINCAPACITATING INJURY,4,0,0,3,1,2,0,8,6,11,41.89120784,-87.6151303,POINT (-87.615130302871 41.891207840971),1
JA496910,,11/3/2017 8:06,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/3/2017 8:36,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,3815,N,BROADWAY,1925,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,6,11,41.95168452,-87.64947416,POINT (-87.649474160162 41.95168452349),1
JA506042,,11/3/2017 8:10,30,NO CONTROLS,NO CONTROLS,SNOW,DAYLIGHT,TURNING,NOT DIVIDED,4,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,N,,,"OVER $1,500",11/10/2017 8:16,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,6059,S,PULASKI RD,823,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,8,6,11,41.78234362,-87.72271721,POINT (-87.72271721425 41.78234361773),1
JA496901,,11/3/2017 8:15,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/3/2017 8:30,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,1231,S,WABASH AVE,131,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,6,11,41.8665721,-87.62566434,POINT (-87.625664337226 41.866572099021),1
JA497417,,11/3/2017 8:25,45,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,ONE-WAY,3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/3/2017 15:45,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,2400,N,LAKE SHORE DR SB,1935,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,8,6,11,41.92616072,-87.63151467,POINT (-87.631514664826 41.926160719812),1
JA496915,,11/3/2017 8:30,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/3/2017 8:44,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4000,W,MADISON ST,1115,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,6,11,41.8808343,-87.7257966,POINT (-87.725796597174 41.880834299772),1
JA497286,,11/3/2017 8:33,30,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/3/2017 13:50,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2347,W,63RD ST,825,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,6,11,41.77907528,-87.68302351,POINT (-87.683023511046 41.779075276921),1
JA496956,,11/3/2017 8:35,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",11/3/2017 8:35,FOLLOWING TOO CLOSELY,IMPROPER OVERTAKING/PASSING,100,N,WELLS ST,122,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,6,11,41.88324209,-87.63400682,POINT (-87.634006820981 41.88324209419),1
JA496931,,11/3/2017 8:35,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/3/2017 8:40,UNABLE TO DETERMINE,NOT APPLICABLE,803,S,CLARK ST,123,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,6,11,41.87213617,-87.63046125,POINT (-87.630461252843 41.87213617088),1
JA497598,,11/3/2017 8:43,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/3/2017 17:14,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,310,N,SANGAMON ST,1214,Y,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,6,11,41.88710986,-87.65116395,POINT (-87.651163948017 41.887109862169),1
JA497328,,11/3/2017 8:45,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/3/2017 14:14,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7000,W,ARCHER AVE,811,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,6,11,41.79217142,-87.79652511,POINT (-87.796525108066 41.792171417165),1
JA496930,,11/3/2017 8:45,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/3/2017 9:15,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3833,W,78TH PL,833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,6,11,41.75056919,-87.71960986,POINT (-87.719609857482 41.750569190005),1
JA496923,,11/3/2017 8:50,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",11/3/2017 8:51,UNABLE TO DETERMINE,NOT APPLICABLE,27,W,PERSHING RD,213,Y,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,6,11,41.82359022,-87.62753174,POINT (-87.627531734591 41.823590215454),1
JA496958,,11/3/2017 8:50,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,REAR END,DRIVEWAY,,STRAIGHT ON GRADE,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,Y,,"$501 - $1,500",11/3/2017 9:20,UNABLE TO DETERMINE,NOT APPLICABLE,2233,W,DIVISION ST,1212,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,8,6,11,41.90297191,-87.68348493,POINT (-87.683484931346 41.902971912262),1
JA797273,,11/3/2017 9:00,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/3/2017 13:42,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,318,S,FEDERAL ST,113,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,6,11,41.87762624,-87.62986197,POINT (-87.629861971218 41.877626240947),1
JA497719,,11/3/2017 9:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/3/2017 18:30,FOLLOWING TOO CLOSELY,NOT APPLICABLE,600,W,CHICAGO AVE,1822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,6,11,41.89658519,-87.64299618,POINT (-87.642996181725 41.8965851912),1
JA497197,,11/3/2017 9:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/3/2017 12:55,IMPROPER TURNING/NO SIGNAL,IMPROPER TURNING/NO SIGNAL,318,S,FEDERAL ST,113,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,6,11,41.87762624,-87.62986197,POINT (-87.629861971218 41.877626240947),1
JA496959,,11/3/2017 9:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/3/2017 9:46,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,3000,E,91ST ST,424,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,6,11,41.73018666,-87.5511907,POINT (-87.551190698422 41.730186663725),1
JA469939,,11/3/2017 9:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,OTHER,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,11/3/2017 9:01,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,5700,W,MONTROSE AVE,1622,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,6,11,41.96056026,-87.76975387,POINT (-87.769753865928 41.960560260059),1
JA513472,,11/3/2017 9:05,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/15/2017 22:15,FOLLOWING TOO CLOSELY,NOT APPLICABLE,701,S,LAKE SHORE DR W,114,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,6,11,41.87319589,-87.61693459,POINT (-87.616934585317 41.873195892637),1
JA496974,Y,11/3/2017 9:15,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/3/2017 10:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,150,W,OHIO ST,1832,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,6,11,41.89251035,-87.63312845,POINT (-87.633128444993 41.892510345132),1
JA497158,,11/3/2017 9:15,5,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/3/2017 12:10,UNABLE TO DETERMINE,NOT APPLICABLE,8626,S,COLFAX AVE,423,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,6,11,41.73825021,-87.5613109,POINT (-87.561310900032 41.738250212214),1
JA496946,,11/3/2017 9:17,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,CENTER TURN LANE,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/3/2017 9:22,IMPROPER LANE USAGE,IMPROPER OVERTAKING/PASSING,3400,S,CALIFORNIA AVE,911,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,6,11,41.83212713,-87.69502146,POINT (-87.695021463612 41.832127132976),1
JA496961,,11/3/2017 9:20,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/3/2017 9:22,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,3022,S,ARCHER AVE,913,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,6,11,41.83973881,-87.66218025,POINT (-87.662180250538 41.839738814028),1
JA496984,,11/3/2017 9:20,25,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/3/2017 9:30,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,7345,N,WESTERN AVE,2411,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,6,11,42.01546866,-87.69006958,POINT (-87.690069581911 42.015468661112),1
JA497048,,11/3/2017 9:28,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/3/2017 11:15,FOLLOWING TOO CLOSELY,NOT APPLICABLE,800,E,55TH ST,233,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,6,11,41.79507521,-87.60609661,POINT (-87.606096609283 41.795075206809),1
JA496969,,11/3/2017 9:30,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,N,,,"OVER $1,500",11/3/2017 9:36,DISTRACTION - FROM INSIDE VEHICLE,UNABLE TO DETERMINE,3233,N,MENARD AVE,1633,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,6,11,41.93953321,-87.77124747,POINT (-87.77124747306 41.939533207204),1
JA496990,,11/3/2017 9:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/3/2017 9:45,UNABLE TO DETERMINE,UNABLE TO DETERMINE,199,E,63RD ST,312,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,9,6,11,41.77998928,-87.62046095,POINT (-87.620460948311 41.779989274788),1
JA496994,,11/3/2017 9:35,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/3/2017 9:38,UNABLE TO DETERMINE,UNABLE TO DETERMINE,767,W,DIVERSEY PKWY,1935,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,6,11,41.9326118,-87.64894018,POINT (-87.648940176555 41.932611797695),1
JA506181,,11/3/2017 9:55,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/10/2017 9:58,WEATHER,NOT APPLICABLE,1432,N,WOOD ST,1424,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,6,11,41.90814499,-87.67265729,POINT (-87.672657289192 41.908144994192),1
JA497084,,11/3/2017 10:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/3/2017 11:23,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,5459,W,WASHINGTON BLVD,1522,,,,,,,2,"REPORTED, NOT EVIDENT",2,0,0,0,2,1,0,10,6,11,41.8821653,-87.76251251,POINT (-87.762512505597 41.882165298467),1
JA497585,,11/3/2017 10:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,Y,$500 OR LESS,11/3/2017 17:05,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2805,N,HARLEM AVE,2511,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,10,6,11,41.93101403,-87.80635531,POINT (-87.806355313973 41.931014027371),1
JA497090,N,11/3/2017 10:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/3/2017 11:27,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4209,W,JACKSON BLVD,1132,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,6,11,41.87691166,-87.73087284,POINT (-87.730872844218 41.876911654559),1
JA497068,,11/3/2017 10:05,30,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,PEDESTRIAN,ONE-WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/3/2017 10:35,UNABLE TO DETERMINE,UNABLE TO DETERMINE,817,S,WOLCOTT AVE,1231,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,10,6,11,41.87101122,-87.67360537,POINT (-87.673605372589 41.87101122003),1
JA497017,,11/3/2017 10:05,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),6,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/3/2017 10:16,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,3543,S,ARCHER AVE,912,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,6,11,41.82956111,-87.67876881,POINT (-87.678768812071 41.829561109616),1
JA497013,,11/3/2017 10:13,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/3/2017 10:20,FAILING TO YIELD RIGHT-OF-WAY,DISTRACTION - FROM INSIDE VEHICLE,430,N,DAMEN AVE,1221,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,6,11,41.889673,-87.67701892,POINT (-87.677018914729 41.889672998448),1
JA497015,,11/3/2017 10:19,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,TURNING,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/3/2017 10:22,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DISREGARDING OTHER TRAFFIC SIGNS,9900,S,DR MARTIN LUTHER KING JR DR,511,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,6,11,41.71458064,-87.6141234,POINT (-87.614123395176 41.714580637087),1
JA497037,,11/3/2017 10:20,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/3/2017 10:32,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,310,S,CLINTON ST,121,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,6,11,41.87765874,-87.64120018,POINT (-87.641200177641 41.877658738882),1
JA497072,,11/3/2017 10:40,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/3/2017 11:20,IMPROPER BACKING,IMPROPER BACKING,2462,S,BLUE ISLAND AVE,1034,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,6,11,41.8476772,-87.67831668,POINT (-87.678316682197 41.847677200391),1
JA497113,,11/3/2017 10:45,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",11/3/2017 11:18,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,8357,S,COTTAGE GROVE AVE,632,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,6,11,41.74226463,-87.60483675,POINT (-87.604836752016 41.742264630727),1
JA497106,,11/3/2017 10:50,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,ALLEY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/3/2017 11:01,IMPROPER BACKING,NOT APPLICABLE,1500,N,HALSTED ST,1822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,6,11,41.90863959,-87.64836015,POINT (-87.648360152682 41.908639591728),1
JA497059,,11/3/2017 10:50,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/3/2017 11:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7901,S,WESTERN AVE,835,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,10,6,11,41.75006036,-87.68269913,POINT (-87.682699127318 41.750060362735),1
JA497109,,11/3/2017 10:50,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/3/2017 11:15,FOLLOWING TOO CLOSELY,NOT APPLICABLE,2618,W,AUGUSTA BLVD,1211,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,6,11,41.89943336,-87.69267629,POINT (-87.692676286879 41.899433362775),1
JA497078,,11/3/2017 10:55,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/3/2017 10:55,FOLLOWING TOO CLOSELY,NOT APPLICABLE,100,W,KINZIE ST,1831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,6,11,41.88932169,-87.63113299,POINT (-87.631132985275 41.88932168585),1
