RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,Join
JA505762,,11/9/2017 20:55,30,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,11/9/2017 21:35,UNABLE TO DETERMINE,NOT APPLICABLE,400,N,WESTERN AVE,1221,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,5,11,41.88868172,-87.68676905,POINT (-87.686769045044 41.888681717199),1
JA505748,,11/9/2017 21:15,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/9/2017 21:26,UNABLE TO DETERMINE,NOT APPLICABLE,4546,N,MAGNOLIA AVE,1913,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,21,5,11,41.9649141,-87.66115774,POINT (-87.661157738749 41.964914098395),1
JA506537,,11/9/2017 21:20,35,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/10/2017 13:45,UNABLE TO DETERMINE,NOT APPLICABLE,2432,W,35TH ST,911,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,5,11,41.83036274,-87.68658409,POINT (-87.686584087252 41.830362743606),1
JA509066,,11/9/2017 21:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/12/2017 14:56,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5200,S,WESTERN AVE,923,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,5,11,41.7992406,-87.68432188,POINT (-87.68432188021 41.799240596148),1
JA507171,,11/9/2017 21:45,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/10/2017 21:40,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,5340,W,52ND ST,814,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,5,11,41.79841179,-87.75675541,POINT (-87.756755413137 41.798411785205),1
JA505795,,11/9/2017 21:45,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/9/2017 21:58,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,57,E,115TH ST,532,,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,21,5,11,41.68523566,-87.62090752,POINT (-87.620907515973 41.685235663222),1
JA505832,,11/9/2017 22:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/9/2017 23:05,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,207,E,35TH ST,212,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,5,11,41.83095279,-87.62144916,POINT (-87.621449163007 41.830952789304),1
JA505813,,11/9/2017 22:03,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,PARKING LOT,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,,$500 OR LESS,11/9/2017 22:30,IMPROPER BACKING,FAILING TO REDUCE SPEED TO AVOID CRASH,7100,S,ASHLAND AVE,735,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,22,5,11,41.76485938,-87.66394018,POINT (-87.663940176305 41.764859382425),1
JA505811,,11/9/2017 22:15,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/9/2017 22:16,FAILING TO YIELD RIGHT-OF-WAY,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),832,W,CHICAGO AVE,1213,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,6,0,22,5,11,41.89647851,-87.64915141,POINT (-87.649151407598 41.896478512342),1
JA543412,,11/9/2017 22:30,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",12/9/2017 21:45,IMPROPER OVERTAKING/PASSING,FAILING TO YIELD RIGHT-OF-WAY,1816,W,IRVING PARK RD,1912,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,22,5,11,41.9543163,-87.67490681,POINT (-87.674906814146 41.954316297737),1
JA505820,,11/9/2017 22:39,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/9/2017 22:39,FOLLOWING TOO CLOSELY,NOT APPLICABLE,3136,W,ADDISON ST,1733,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,22,5,11,41.94674786,-87.70689508,POINT (-87.706895080346 41.946747861067),1
JA505823,,11/9/2017 22:44,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/9/2017 22:55,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,3700,W,THOMAS ST,1112,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,22,5,11,41.90101889,-87.71899933,POINT (-87.718999325843 41.901018891059),1
JA505846,,11/9/2017 22:50,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/9/2017 23:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6300,S,STATE ST,312,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,5,11,41.78000828,-87.62552251,POINT (-87.625522511916 41.780008277408),1
JA510179,,11/9/2017 23:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,OTHER NONCOLLISION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/13/2017 13:15,ROAD CONSTRUCTION/MAINTENANCE,UNABLE TO DETERMINE,1200,S,CLARK ST,131,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,23,5,11,41.86728617,-87.63058097,POINT (-87.630580967737 41.867286165271),1
JA505847,,11/9/2017 23:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/9/2017 23:15,PHYSICAL CONDITION OF DRIVER,NOT APPLICABLE,3200,W,ARMITAGE AVE,1413,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,5,11,41.91751102,-87.70705364,POINT (-87.70705363888 41.917511022919),1
JA505837,,11/9/2017 23:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/9/2017 23:00,FAILING TO REDUCE SPEED TO AVOID CRASH,FAILING TO YIELD RIGHT-OF-WAY,12701,S,HALSTED ST,523,N,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,5,11,41.66318761,-87.64127259,POINT (-87.641272587823 41.663187607815),1
JA505849,,11/9/2017 23:04,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",11/9/2017 23:36,DISREGARDING TRAFFIC SIGNALS,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),1600,W,HARRISON ST,1231,,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,5,11,41.87430963,-87.66664088,POINT (-87.666640882211 41.874309624504),1
JA505857,,11/9/2017 23:25,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT ON GRADE,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/9/2017 23:40,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,650,W,MADISON ST,121,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,5,11,41.88192358,-87.64460205,POINT (-87.644602052403 41.881923579232),1
JA505862,,11/9/2017 23:28,30,OTHER WARNING SIGN,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/10/2017 0:02,UNABLE TO DETERMINE,NOT APPLICABLE,2501,W,35TH ST,911,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,23,5,11,41.83012791,-87.68738517,POINT (-87.687385172437 41.830127908155),1
JA505853,,11/9/2017 23:29,30,NO CONTROLS,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,ONE-WAY,1,STRAIGHT AND LEVEL,ICE,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/9/2017 23:29,WEATHER,NOT APPLICABLE,11200,S,TORRENCE AVE,434,,,,Y,CONSTRUCTION,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,23,5,11,41.69184506,-87.55961091,POINT (-87.55961090672 41.691845059245),1
JA505874,,11/9/2017 23:51,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",11/9/2017 23:54,FOLLOWING TOO CLOSELY,NOT APPLICABLE,3212,W,ADDISON ST,1733,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,23,5,11,41.94673627,-87.70842598,POINT (-87.708425979206 41.946736269406),1
JA506792,,11/10/2017 0:10,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/10/2017 16:20,UNABLE TO DETERMINE,UNABLE TO DETERMINE,9500,S,LAFAYETTE AVE,511,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,0,6,11,41.72156629,-87.62516952,POINT (-87.625169517699 41.721566292573),1
JA506768,,11/10/2017 0:15,35,NO CONTROLS,NO CONTROLS,UNKNOWN,DARKNESS,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,11/10/2017 16:37,UNABLE TO DETERMINE,NOT APPLICABLE,3424,S,STATE ST,211,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,6,11,41.83206621,-87.62681829,POINT (-87.626818285005 41.832066204897),1
JA507250,,11/10/2017 0:30,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/10/2017 23:00,IMPROPER BACKING,NOT APPLICABLE,716,S,CARPENTER ST,1232,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,6,11,41.87260713,-87.65342546,POINT (-87.653425461094 41.872607126794),1
JA505895,,11/10/2017 0:54,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/10/2017 0:59,PHYSICAL CONDITION OF DRIVER,FOLLOWING TOO CLOSELY,5701,N,SHERIDAN RD,2022,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,0,6,11,41.98563842,-87.65509432,POINT (-87.655094323271 41.985638421049),1
JA505912,,11/10/2017 1:05,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN BARRIER,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/10/2017 1:55,UNABLE TO DETERMINE,NOT APPLICABLE,802,W,RANDOLPH ST,1224,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,1,6,11,41.88451431,-87.64758485,POINT (-87.647584852536 41.884514309758),1
JA505896,,11/10/2017 1:10,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,11/10/2017 1:10,PHYSICAL CONDITION OF DRIVER,BICYCLE ADVANCING LEGALLY ON RED LIGHT,501,S,STATE ST,123,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,0,0,1,6,11,41.87558342,-87.62747177,POINT (-87.627471769599 41.875583414979),1
JA505905,,11/10/2017 1:21,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/10/2017 1:21,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2015,W,CONCORD PL,1434,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,6,11,41.91145329,-87.67795933,POINT (-87.677959324833 41.911453286792),1
JA505952,,11/10/2017 1:33,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/10/2017 3:33,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,1210,W,WEBSTER AVE,1811,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,1,6,11,41.92176596,-87.65881989,POINT (-87.658819893323 41.92176596275),1
JA506376,,11/10/2017 2:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/10/2017 11:45,UNABLE TO DETERMINE,NOT APPLICABLE,200,W,LOWER WACKER DR,122,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,2,6,11,41.88706878,-87.63400796,POINT (-87.634007958314 41.88706877922),1
JA505929,,11/10/2017 2:15,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/10/2017 2:15,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),DISREGARDING TRAFFIC SIGNALS,600,N,DEARBORN ST,1832,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,2,6,11,41.89248545,-87.62982444,POINT (-87.62982443971 41.892485453597),1
JA505928,,11/10/2017 2:20,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",11/10/2017 2:21,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,2036,W,NORTH AVE,1434,,,,,,,2,"REPORTED, NOT EVIDENT",2,0,0,0,2,1,0,2,6,11,41.91056991,-87.67883065,POINT (-87.678830654441 41.91056991284),1
JA505947,,11/10/2017 3:00,10,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/10/2017 3:04,EQUIPMENT - VEHICLE CONDITION,NOT APPLICABLE,8628,S,COTTAGE GROVE AVE,632,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,3,6,11,41.7375814,-87.60499623,POINT (-87.604996230941 41.737581395989),1
JA505943,,11/10/2017 3:15,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/10/2017 3:16,UNABLE TO DETERMINE,NOT APPLICABLE,5353,W,CRYSTAL ST,2532,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,3,6,11,41.90299583,-87.76033762,POINT (-87.760337616781 41.902995834043),1
JA506740,,11/10/2017 3:50,15,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,ALLEY,,STRAIGHT AND LEVEL,DRY,OTHER,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/10/2017 16:00,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,NOT APPLICABLE,2210,N,CENTRAL AVE,2515,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,3,6,11,41.92076936,-87.76601585,POINT (-87.766015853431 41.92076935813),1
JA505954,,11/10/2017 4:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",11/10/2017 4:04,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,3200,W,NORTH AVE,1421,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,4,0,4,6,11,41.9102243,-87.70703651,POINT (-87.707036505555 41.910224298601),1
JA506214,Y,11/10/2017 4:00,25,NO CONTROLS,NO CONTROLS,SNOW,DAWN,PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/10/2017 10:10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4150,W,POTOMAC AVE,2534,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,4,6,11,41.90451453,-87.73084875,POINT (-87.730848745335 41.904514531002),1
JA505963,,11/10/2017 4:30,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/10/2017 4:44,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7927,S,CHAMPLAIN AVE,624,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,4,6,11,41.75039483,-87.60869848,POINT (-87.608698482874 41.750394829347),1
JA506105,,11/10/2017 5:00,30,NO CONTROLS,NO CONTROLS,SNOW,DAWN,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/10/2017 9:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1210,W,COLUMBIA AVE,2432,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,5,6,11,42.00463383,-87.66136584,POINT (-87.661365839122 42.004633826181),1
JA505988,,11/10/2017 5:05,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,OTHER,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,N,,,"OVER $1,500",11/10/2017 7:00,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,36,W,POLK ST,123,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,5,6,11,41.87239487,-87.62888354,POINT (-87.628883542763 41.872394873967),1
JA505964,,11/10/2017 5:16,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,"DARKNESS, LIGHTED ROAD",TURNING,CENTER TURN LANE,4,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/10/2017 5:17,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,6166,N,SHERIDAN RD,2433,,,,,,,2,NONINCAPACITATING INJURY,2,0,0,2,0,0,0,5,6,11,41.99421884,-87.65566151,POINT (-87.655661512784 41.994218839282),1
JA505993,,11/10/2017 5:25,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/10/2017 7:05,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,2330,W,33RD ST,912,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,5,6,11,41.83405467,-87.68385002,POINT (-87.68385001565 41.834054665103),1
JA505972,,11/10/2017 5:40,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,$500 OR LESS,11/10/2017 5:45,FAILING TO YIELD RIGHT-OF-WAY,EXCEEDING AUTHORIZED SPEED LIMIT,4500,N,MAJOR AVE,1622,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,5,6,11,41.96236442,-87.76989768,POINT (-87.769897682025 41.962364423519),1
JA505979,,11/10/2017 6:00,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",11/10/2017 6:20,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3705,W,85TH PL,834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,6,6,11,41.7376093,-87.71449879,POINT (-87.714498793821 41.737609298298),1
JA514466,,11/10/2017 6:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/16/2017 18:15,UNABLE TO DETERMINE,NOT APPLICABLE,4532,W,JACKSON BLVD,1113,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,6,6,11,41.87702912,-87.73912343,POINT (-87.73912343409 41.877029117746),1
