RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
JA504223,,11/08/2017 05:30:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,11/08/2017 05:33:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,2005,N,KOSTNER AVE,2522,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,4,11,41.917211624,-87.736186311,POINT (-87.736186310625 41.917211624191)
JA505509,,11/08/2017 05:30:00 PM,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,11/09/2017 05:50:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,4455,W,MONTROSE AVE,1722,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,4,11,41.960692944,-87.740596297,POINT (-87.740596296503 41.960692943678)
JA504236,,11/08/2017 05:30:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/08/2017 06:23:00 PM,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,2651,N,NARRAGANSETT AVE,2512,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,4,11,41.928851954,-87.785487102,POINT (-87.785487101923 41.928851953608)
JA504198,,11/08/2017 05:31:00 PM,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/08/2017 05:35:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,3337,W,55TH ST,822,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,4,0,17,4,11,41.793347323,-87.707458494,POINT (-87.707458493783 41.793347323084)
JA504265,,11/08/2017 05:35:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,OTHER,5,STRAIGHT AND LEVEL,DRY,WORN SURFACE,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,11/08/2017 05:42:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1600,E,79TH ST,411,,,,,,,2,"REPORTED, NOT EVIDENT",3,0,0,0,3,8,0,17,4,11,41.751611523,-87.585592284,POINT (-87.585592284288 41.751611523273)
JA504333,,11/08/2017 05:35:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/08/2017 07:10:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,500,W,ROOSEVELT RD,124,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,4,11,41.867362693,-87.639293195,POINT (-87.639293194642 41.867362692617)
JA504289,,11/08/2017 05:35:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DARKNESS,ANGLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/08/2017 06:35:00 PM,DISREGARDING STOP SIGN,DISREGARDING STOP SIGN,8100,S,PEORIA ST,613,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,4,11,41.746867819,-87.646506709,POINT (-87.646506708583 41.746867818678)
JA504355,,11/08/2017 05:40:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/08/2017 07:20:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,10800,S,AVENUE O,432,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,4,11,41.69904227,-87.54023307,POINT (-87.540233070295 41.699042269751)
JA504207,,11/08/2017 05:40:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,$500 OR LESS,11/08/2017 05:50:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,600,S,CENTRAL AVE,1513,,,,,,,4,NO INDICATION OF INJURY,0,0,0,0,0,4,0,17,4,11,41.872772222,-87.76473185,POINT (-87.764731850479 41.872772222189)
JA504294,,11/08/2017 05:40:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/08/2017 05:57:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1158,N,WASHTENAW AVE,1211,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,4,11,41.902920076,-87.694562024,POINT (-87.694562023998 41.902920076124)
JA504326,,11/08/2017 05:45:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/08/2017 07:05:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1399,N,SEDGWICK ST,1821,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,4,11,41.907554609,-87.638335275,POINT (-87.638335274756 41.907554608523)
JA504369,,11/08/2017 05:45:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT ON GRADE,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/08/2017 05:45:00 PM,IMPROPER BACKING,IMPROPER BACKING,6065,N,HARLEM AVE,1612,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,4,11,41.991820023,-87.806705575,POINT (-87.80670557488 41.991820022784)
JA504813,,11/08/2017 05:50:00 PM,30,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/09/2017 08:40:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,9501,S,COTTAGE GROVE AVE,511,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,4,11,41.721934481,-87.603058969,POINT (-87.603058968556 41.721934480956)
JA504384,,11/08/2017 05:52:00 PM,35,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/08/2017 05:52:00 PM,IMPROPER LANE USAGE,FAILING TO REDUCE SPEED TO AVOID CRASH,5400,S,WESTERN AVE,923,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,4,11,41.795170441,-87.684219439,POINT (-87.684219438912 41.795170441201)
JA504222,,11/08/2017 05:53:00 PM,30,NO CONTROLS,OTHER,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,WORN SURFACE,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/08/2017 05:55:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,729,N,OGDEN AVE,1214,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,4,0,17,4,11,41.895126742,-87.655428541,POINT (-87.655428540567 41.895126741684)
JA504320,,11/08/2017 06:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/08/2017 08:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5300,W,LAWRENCE AVE,1623,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,4,11,41.967992817,-87.75959522,POINT (-87.759595219603 41.967992817032)
JA504909,N,11/08/2017 06:00:00 PM,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/09/2017 10:40:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,6473,N,RAVENSWOOD AVE,2432,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,18,4,11,41.99979445,-87.674916331,POINT (-87.674916330603 41.999794450188)
JA504318,,11/08/2017 06:00:00 PM,30,UNKNOWN,UNKNOWN,CLEAR,DARKNESS,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/08/2017 06:05:00 PM,FAILING TO YIELD RIGHT-OF-WAY,BICYCLE ADVANCING LEGALLY ON RED LIGHT,6264,N,HARLEM AVE,1612,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,4,11,41.995346485,-87.806965823,POINT (-87.806965823182 41.995346484781)
JA509386,,11/08/2017 06:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,N,"OVER $1,500",11/12/2017 07:48:00 PM,NOT APPLICABLE,NOT APPLICABLE,4817,S,LA CROSSE AVE,814,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,18,4,11,41.805238654,-87.744167856,POINT (-87.744167855676 41.80523865448)
JA511792,Y,11/08/2017 06:00:00 PM,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/14/2017 05:19:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,632,W,BUCKINGHAM PL,1925,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,18,4,11,41.942869624,-87.645773749,POINT (-87.645773749153 41.942869624416)
JA505522,,11/08/2017 06:00:00 PM,15,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT ON GRADE,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/09/2017 06:10:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,5908,W,MIDWAY PARK,1512,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,4,11,41.889087803,-87.772533831,POINT (-87.772533830718 41.88908780263)
JA504224,,11/08/2017 06:01:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",11/08/2017 06:01:00 PM,DISREGARDING STOP SIGN,NOT APPLICABLE,3500,W,62ND ST,823,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,18,4,11,41.780793925,-87.710588364,POINT (-87.710588364113 41.780793924741)
JA504280,,11/08/2017 06:10:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,11/08/2017 06:35:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,4559,N,CICERO AVE,1722,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,18,4,11,41.964323444,-87.747468545,POINT (-87.747468544931 41.964323444127)
JA504344,,11/08/2017 06:10:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/08/2017 07:00:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,189,W,ERIE ST,1832,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,18,4,11,41.89388063,-87.634055742,POINT (-87.634055742188 41.893880630426)
JA504270,,11/08/2017 06:12:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,OTHER,3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,11/08/2017 06:22:00 PM,IMPROPER TURNING/NO SIGNAL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,4030,S,CALIFORNIA AVE,921,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,18,4,11,41.820070383,-87.694714835,POINT (-87.694714835496 41.820070382509)
JA504301,,11/08/2017 06:15:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/08/2017 06:30:00 PM,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,3224,W,MONTROSE AVE,1724,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,18,4,11,41.961285803,-87.709328532,POINT (-87.70932853203 41.961285802536)
JA504415,,11/08/2017 06:15:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/08/2017 08:05:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,149,N,LOWER WACKER DR,122,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,4,11,41.88440044,-87.636640559,POINT (-87.636640558797 41.884400440039)
JA504324,,11/08/2017 06:16:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/08/2017 06:18:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,800,W,HUBBARD ST,1214,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,18,4,11,41.890194883,-87.647668699,POINT (-87.647668699131 41.890194882661)
JA506968,,11/08/2017 06:17:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,$500 OR LESS,11/08/2017 06:17:00 PM,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",UNABLE TO DETERMINE,1153,S,CALIFORNIA AVE,1135,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,4,11,41.866720531,-87.695764854,POINT (-87.695764853588 41.8667205313)
JA504346,,11/08/2017 06:20:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/08/2017 06:30:00 PM,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,5557,W,GRAND AVE,2515,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,18,4,11,41.918629412,-87.765689806,POINT (-87.765689805855 41.918629412196)
JA504339,,11/08/2017 06:24:00 PM,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,6,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/08/2017 06:54:00 PM,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,7353,S,CICERO AVE,833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,18,4,11,41.759129714,-87.741553649,POINT (-87.741553649368 41.759129713907)
JA504304,,11/08/2017 06:25:00 PM,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",11/08/2017 06:31:00 PM,DISREGARDING TRAFFIC SIGNALS,UNABLE TO DETERMINE,3632,W,IRVING PARK RD,1723,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,18,4,11,41.953840812,-87.719140533,POINT (-87.719140533085 41.953840812484)
JA504272,,11/08/2017 06:25:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/08/2017 06:27:00 PM,DISREGARDING STOP SIGN,NOT APPLICABLE,1826,W,47TH ST,924,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,18,4,11,41.80865671,-87.670985367,POINT (-87.670985367328 41.808656709877)
JA504471,,11/08/2017 06:30:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/08/2017 08:42:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,6599,N,HARLEM AVE,1611,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,4,11,42.000784553,-87.806613189,POINT (-87.806613189253 42.000784553131)
JA504516,,11/08/2017 06:35:00 PM,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/08/2017 06:38:00 PM,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),FAILING TO REDUCE SPEED TO AVOID CRASH,830,E,95TH ST,413,,,,,,,2,INCAPACITATING INJURY,2,0,1,1,0,0,0,18,4,11,41.722157442,-87.60321813,POINT (-87.603218129841 41.722157442139)
JA504321,,11/08/2017 06:36:00 PM,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/08/2017 06:56:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6700,S,PULASKI RD,833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,4,11,41.771325865,-87.722721377,POINT (-87.722721377294 41.771325865209)
JA504374,,11/08/2017 06:40:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/08/2017 07:39:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,7299,W,ADDISON ST,1631,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,4,11,41.945106937,-87.809357326,POINT (-87.809357325838 41.945106936823)
JA504343,,11/08/2017 06:43:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/08/2017 06:45:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,4754,W,FULLERTON AVE,2521,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,4,11,41.924352379,-87.746086141,POINT (-87.746086140838 41.9243523792)
JA504403,,11/08/2017 06:45:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/08/2017 07:47:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6019,S,ARCHER AVE,811,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,4,11,41.794866669,-87.767171953,POINT (-87.767171952904 41.794866669235)
JA504328,,11/08/2017 06:45:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/08/2017 07:04:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,5500,S,KENNETH AVE,813,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,4,11,41.793016641,-87.734335162,POINT (-87.734335162261 41.793016641372)
JA504375,,11/08/2017 06:45:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",11/08/2017 07:40:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,354,N,DEARBORN ST,1831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,4,11,41.889026688,-87.629726544,POINT (-87.629726543606 41.88902668783)
JA504310,,11/08/2017 06:47:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/08/2017 06:47:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,412,S,MICHIGAN AVE,113,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,4,11,41.87666158,-87.624428052,POINT (-87.62442805182 41.876661579896)
JA504405,Y,11/08/2017 06:55:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/08/2017 07:30:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,256,W,HUBBARD ST,1831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,18,4,11,41.890074027,-87.635461507,POINT (-87.635461506579 41.890074027351)
